ORF	gene_name	TR_galactose
YIR027C	DAL1	
YIR028W	DAL4	0.032851
YIR029W	DAL2	0.059643
YIR030C	DCG1	0.028766
YIR030W-A		0.071480
YIR031C	DAL7	0.030980
YIR032C	DAL3	0.032537
YIR033W	MGA2	0.118440
YIR034C	LYS1	0.019126
YIR035C		0.091494
YIR036C		0.020717
YIR036W-A		
YIR037W	HYR1	0.050017
YIR038C	GTT1	0.021442
YIR039C	YPS6	
YIR040C		
YIR041W		
YIR042C		0.047076
YJL001W	PRE3	0.096286
YJL002C	OST1	0.031263
YJL003W	COX16	
YJL004C	SYS1	0.069255
YJL005W	CYR1	0.263916
YJL006C	CTK2	0.021677
YJL007C		
YJL008C	CCT8	0.089090
YJL009W		0.114578
YJL010C		0.086020
YJL011C	RPC17	0.073239
YJL012C	VTC4	0.185376
YJL013C	MAD3	0.029375
YJL014W	CCT3	0.098862
YJL015C		
YJL016W		0.077810
YJL019W	MPS3	0.057441
YJL020C	BBC1	0.070125
YJL020W-A		
YJL022W		
YJL023C	PET130	0.030979
YJL024C	APS3	0.016360
YJL025W	RRN7	0.027677
YJL026C-A		
YJL026W	RNR2	0.113562
YJL027C		
YJL028W		
YJL029C	VPS53	0.031853
YJL030W	MAD2	0.032290
YJL031C	BET4	0.072796
YJL032W		
YJL033W	HCA4	0.193937
YJL034W	KAR2	0.110022
YJL035C	TAD2	0.046059
YJL036W	SNX4	
YJL037W		
YJL038C		
YJL039C	NUP192	
YJL041W	NSP1	0.047591
YJL042W	MHP1	0.036984
YJL043W		
YJL044C	GYP6	0.034188
YJL045W		0.074126
YJL046W		0.013500
YJL047C	RTT101	0.031009
YJL047C-A		
YJL048C	UBX6	0.055325
YJL049W		0.059773
YJL050W	MTR4	0.100150
YJL051W		0.037487
YJL052C-A		
YJL052W	TDH1	
YJL053W	PEP8	0.038453
YJL054W	TIM54	0.066334
YJL055W		0.044641
YJL056C	ZAP1	0.033145
YJL057C	IKS1	0.030228
YJL058C	BIT61	0.020525
YJL059W	YHC3	0.025773
YJL060W	BNA3	0.013556
YJL061W	NUP82	0.042507
YJL062W	LAS21	0.020681
YJL062W-A		0.055623
YJL063C	MRPL8	0.037122
YJL064W		
YJL065C	DLS1	0.036574
YJL066C	MPM1	0.025675
YJL067W		0.024743
YJL068C		0.025582
YJL069C	UTP18	0.063739
YJL070C		
YJL071W	ARG2	0.014129
YJL072C	PSF2	0.035778
YJL073W	JEM1	0.026757
YJL074C	SMC3	0.034242
YJL075C		0.180347
YJL076W	NET1	0.085994
YJL077C	ICS3	
YJL077W-A		
YJL077W-B		
YJL078C	PRY3	
YJL079C	PRY1	0.231079
YJL080C	SCP160	
YJL081C	ARP4	0.040868
YJL082W	IML2	0.082699
YJL083W	TAX4	0.057627
YJL084C		
YJL085W	EXO70	0.059114
YJL086C		
YJL087C	TRL1	0.039408
YJL088W	ARG3	
YJL089W	SIP4	
YJL090C	DPB11	0.057524
YJL091C	GWT1	0.025680
YJL092W	HPR5	0.056091
YJL093C	TOK1	0.041661
YJL094C	KHA1	0.012931
YJL095W	BCK1	0.116051
YJL096W	MRPL49	0.040805
YJL097W	PHS1	0.026176
YJL098W	SAP185	0.102747
YJL099W	CHS6	0.061677
YJL100W	LSB6	
YJL101C	GSH1	0.095396
YJL102W	MEF2	
YJL103C		0.073809
YJL104W	PAM16	0.059891
YJL105W	SET4	0.023722
YJL106W	IME2	0.028348
YJL107C		0.050155
YJL108C	PRM10	
YJL109C	UTP10	
YJL110C	GZF3	0.052227
YJL111W	CCT7	0.114019
YJL112W	MDV1	0.112517
YJL115W	ASF1	0.030008
YJL116C	NCA3	0.223888
YJL117W	PHO86	0.120000
YJL118W		0.031005
YJL119C		0.008516
YJL120W		0.018945
YJL121C	RPE1	0.024959
YJL122W	ALB1	0.111961
YJL123C		0.109953
YJL124C	LSM1	0.044575
YJL125C	GCD14	0.054514
YJL126W	NIT2	0.044974
YJL127C	SPT10	0.073088
YJL127C-B		
YJL127W-A		
YJL128C	PBS2	0.089775
YJL129C	TRK1	0.143130
YJL130C	URA2	0.300913
YJL131C		0.016833
YJL132W		0.031404
YJL133C-A		
YJL133W	MRS3	
YJL134W	LCB3	0.034006
YJL135W		
YJL136C	RPS21B	0.329141
YJL136W-A		
YJL137C	GLG2	0.035093
YJL138C	TIF2	0.184115
YJL139C	YUR1	0.055103
YJL140W	RPB4	0.250552
YJL141C	YAK1	0.033971
YJL142C		0.082336
YJL143W	TIM17	0.025270
YJL144W		0.064825
YJL145W	SFH5	
YJL146W	IDS2	0.035045
YJL147C		0.033112
YJL148W	RPA34	0.076410
YJL149W		0.025865
YJL150W		
YJL151C	SNA3	0.246763
YJL152W		0.336837
YJL153C	INO1	0.022171
YJL154C	VPS35	0.063255
YJL155C	FBP26	0.072860
YJL156C	SSY5	0.061499
YJL156W-A		
YJL157C	FAR1	0.230951
YJL158C	CIS3	0.386786
YJL159W	HSP150	
YJL160C		0.047057
YJL161W		0.050501
YJL162C	JJJ2	0.053994
YJL163C		0.011292
YJL164C	TPK1	
YJL165C	HAL5	
YJL166W	QCR8	
YJL167W	ERG20	
YJL168C	SET2	0.055102
YJL169W		0.058732
YJL170C	ASG7	0.030562
YJL171C		0.084965
YJL172W	CPS1	0.039641
YJL173C	RFA3	
YJL174W	KRE9	
YJL175W		0.036858
YJL176C	SWI3	0.053745
YJL177W	RPL17B	
YJL178C	ATG27	0.056433
YJL179W	PFD1	
YJL180C	ATP12	
YJL181W		
YJL182C		
YJL183W	MNN11	0.020869
YJL184W	GON7	0.018647
YJL185C		
YJL186W	MNN5	0.090081
YJL187C	SWE1	0.032298
YJL188C	BUD19	0.225516
YJL189W	RPL39	0.924305
YJL190C	RPS22A	0.087404
YJL191W	RPS14B	
YJL192C	SOP4	0.016970
YJL193W		
YJL194W	CDC6	0.052062
YJL195C		0.047455
YJL196C	ELO1	0.046373
YJL197C-A		
YJL197W	UBP12	0.071858
YJL198W	PHO90	0.047835
YJL199C	MBB1	
YJL200C	ACO2	0.030127
YJL201W	ECM25	
YJL202C		
YJL203W	PRP21	0.046345
YJL204C	RCY1	0.026877
YJL205C	NCE101	
YJL206C		0.027166
YJL207C		0.088078
YJL208C	NUC1	0.047907
YJL209W	CBP1	0.061850
YJL210W	PEX2	0.037436
YJL211C		0.034813
YJL212C	OPT1	0.027865
YJL213W		0.025323
YJL214W	HXT8	0.017875
YJL215C		
YJL216C		0.011841
YJL217W		0.076001
YJL218W		
YJL219W	HXT9	
YJL220W		0.012815
YJL221C	FSP2	0.011130
YJL222W	VTH2	0.028610
YJL222W-A		
YJL222W-B		
YJL223C	PAU1	
YJL225C		
YJL225W-A		
YJR001W	AVT1	0.048732
YJR002W	MPP10	0.093785
YJR003C		0.045541
YJR004C	SAG1	0.029281
YJR005C-A		
YJR005W	APL1	0.083342
YJR006W	HYS2	0.017500
YJR007W	SUI2	0.059696
YJR008W		0.091615
YJR009C	TDH2	0.876058
YJR010C-A	SPC1	
YJR010W	MET3	0.024871
YJR011C		0.026119
YJR012C		0.021287
YJR013W	GPI14	0.025821
YJR014W	TMA22	0.061225
YJR015W		0.022545
YJR016C	ILV3	0.122963
YJR017C	ESS1	0.087078
YJR018W		0.030741
YJR019C	TES1	0.023122
YJR020W		0.038507
YJR021C	REC107	0.044635
YJR022W	LSM8	0.019193
YJR023C		0.011087
YJR024C		0.052401
YJR025C	BNA1	0.072017
YJR030C		0.055102
YJR031C	GEA1	0.028682
YJR032W	CPR7	0.036522
YJR033C	RAV1	0.038438
YJR034W	PET191	
YJR035W	RAD26	
YJR036C	HUL4	0.010620
YJR037W		
YJR038C		0.003955
YJR039W		0.065795
YJR040W	GEF1	0.043173
YJR041C	URB2	0.028707
YJR042W	NUP85	0.058159
YJR043C	POL32	0.027069
YJR044C	VPS55	
YJR045C	SSC1	0.135612
YJR046W	TAH11	0.023813
YJR047C	ANB1	0.097173
YJR048W	CYC1	0.304424
YJR049C	UTR1	0.075531
YJR050W	ISY1	0.098818
YJR051W	OSM1	0.050373
YJR052W	RAD7	0.061660
YJR053W	BFA1	0.028134
YJR054W		0.074003
YJR055W	HIT1	0.092871
YJR056C		0.035750
YJR057W	CDC8	0.043472
YJR058C	APS2	0.052872
YJR059W	PTK2	
YJR060W	CBF1	0.032225
YJR061W		0.013144
YJR062C	NTA1	0.031944
YJR063W	RPA12	0.039272
YJR064W	CCT5	0.040140
YJR065C	ARP3	0.026293
YJR066W	TOR1	0.064473
YJR067C	YAE1	
YJR068W	RFC2	0.028581
YJR069C	HAM1	
YJR070C	LIA1	0.093304
YJR071W		0.115922
YJR072C	NPA3	0.124221
YJR073C	OPI3	0.043007
YJR074W	MOG1	0.019096
YJR075W	HOC1	0.035914
YJR076C	CDC11	0.052837
YJR077C	MIR1	0.093696
YJR078W	BNA2	
YJR079W		
YJR080C		0.033559
YJR082C	EAF6	0.098648
YJR083C	ACF4	0.032623
YJR084W	CSN12	0.083495
YJR085C		0.052602
YJR086W	STE18	0.238575
YJR087W		
YJR088C		0.199691
YJR089W	BIR1	0.043612
YJR090C	GRR1	0.098389
YJR091C	JSN1	
YJR092W	BUD4	0.124414
YJR093C	FIP1	0.061733
YJR094C	IME1	0.013776
YJR094W-A	RPL43B	
YJR095W	SFC1	0.024648
YJR096W		
YJR097W	JJJ3	0.054479
YJR098C		0.034446
YJR099W	YUH1	0.032474
YJR100C		0.061200
YJR101W	RSM26	0.048733
YJR102C	VPS25	0.052966
YJR103W	URA8	0.060612
YJR104C	SOD1	0.806764
YJR105W	ADO1	0.061582
YJR106W	ECM27	0.023255
YJR107W		0.125704
YJR108W	ABM1	0.020691
YJR109C	CPA2	0.068404
YJR110W	YMR1	0.029892
YJR111C		0.071442
YJR112W	NNF1	0.034718
YJR112W-A		
YJR113C	RSM7	0.058442
YJR114W		0.055032
YJR115W		0.029187
YJR116W		0.022225
YJR117W	STE24	0.020216
YJR118C	ILM1	0.030592
YJR119C		0.041482
YJR120W		
YJR121W	ATP2	0.091156
YJR122W	CAF17	0.026077
YJR123W	RPS5	0.230219
YJR124C		0.040757
YJR125C	ENT3	0.052521
YJR126C	VPS70	0.052716
YJR127C	RSF2	0.340933
YJR128W		
YJR129C		0.332624
YJR130C	STR2	0.040555
YJR131W	MNS1	0.030303
YJR132W	NMD5	0.080412
YJR133W	XPT1	0.042503
YJR134C	SGM1	0.079523
YJR135C	MCM22	0.047782
YJR135W-A	TIM8	
YJR136C		0.040339
YJR137C	ECM17	0.036252
YJR138W	IML1	
YJR139C	HOM6	0.072543
YJR140C	HIR3	
YJR140W-A		
YJR141W		0.057139
YJR142W		0.069240
YJR143C	PMT4	0.037285
YJR144W	MGM101	0.045109
YJR145C	RPS4A	0.178508
YJR146W		0.036164
YJR147W	HMS2	0.128049
YJR148W	BAT2	0.068334
YJR149W		0.055390
YJR150C	DAN1	
YJR151C	DAN4	0.055433
YJR151W-A		
YJR152W	DAL5	0.025259
YJR153W	PGU1	0.023367
YJR154W		0.097050
YJR155W	AAD10	0.056667
YJR156C	THI11	
YJR157W		
YJR158W	HXT16	0.019526
YJR159W	SOR1	0.009489
YJR160C	MPH3	
YJR161C	COS5	
YJR162C		
YKL001C	MET14	0.046012
YKL002W	DID4	0.079589
YKL003C	MRP17	0.023923
YKL004W	AUR1	0.029651
YKL005C	BYE1	0.088202
YKL006C-A	SFT1	
YKL006W	RPL14A	0.173285
YKL007W	CAP1	0.047604
YKL008C	LAC1	0.065998
YKL009W	MRT4	0.074337
YKL010C	UFD4	0.072582
YKL011C	CCE1	0.053154
YKL012W	PRP40	0.065717
YKL013C	ARC19	0.037328
YKL014C	URB1	0.095316
YKL015W	PUT3	0.030456
YKL016C	ATP7	0.083690
YKL017C	HCS1	0.056743
YKL018C-A		0.063000
YKL018W	SWD2	0.027927
YKL019W	RAM2	0.029538
YKL020C	SPT23	0.092575
YKL021C	MAK11	0.049790
YKL022C	CDC16	0.045308
YKL023C-A		
YKL023W		0.056629
YKL024C	URA6	0.106163
YKL025C	PAN3	0.049714
YKL026C	GPX1	0.061276
YKL027W		0.098205
YKL028W	TFA1	0.051884
YKL029C	MAE1	0.068836
YKL030W		
YKL031W		
YKL032C	IXR1	0.094233
YKL033W		
YKL033W-A		
YKL034W	TUL1	0.030800
YKL035W	UGP1	
YKL036C		
YKL037W		
YKL038W	RGT1	0.060446
YKL039W	PTM1	0.076950
YKL040C	NFU1	0.117988
YKL041W	VPS24	0.132544
YKL042W	SPC42	0.049055
YKL043W	PHD1	0.171845
YKL044W		
YKL045W	PRI2	0.082216
YKL046C	DCW1	0.075497
YKL047W		0.061603
YKL048C	ELM1	0.065458
YKL049C	CSE4	
YKL050C		
YKL051W	SFK1	0.123810
YKL052C	ASK1	0.093870
YKL053C-A	MDM35	
YKL053W		0.088607
YKL054C	DEF1	0.724249
YKL055C	OAR1	0.066806
YKL056C	TMA19	0.451685
YKL057C	NUP120	
YKL058W	TOA2	0.028292
YKL059C	MPE1	0.055545
YKL060C	FBA1	4.254633
YKL061W		
YKL062W	MSN4	0.106698
YKL063C		0.075897
YKL064W	MNR2	0.059090
YKL065C	YET1	0.062930
YKL065W-A		
YKL066W		
YKL067W	YNK1	0.064865
YKL068W	NUP100	0.041472
YKL068W-A		
YKL069W		0.021196
YKL070W		0.117686
YKL071W		0.058514
YKL072W	STB6	0.078350
YKL073W	LHS1	0.016420
YKL074C	MUD2	0.055593
YKL075C		0.186539
YKL076C	PSY1	
YKL077W		0.062290
YKL078W	DHR2	0.047790
YKL079W	SMY1	0.084281
YKL080W	VMA5	0.064414
YKL081W	TEF4	0.200899
YKL082C	RRP14	0.814671
YKL083W		
YKL084W	HOT13	0.117193
YKL085W	MDH1	0.181150
YKL086W	SRX1	
YKL087C	CYT2	0.065706
YKL088W		0.093937
YKL089W	MIF2	0.035356
YKL090W	CUE2	0.034518
YKL091C		0.053741
YKL092C	BUD2	0.087051
YKL093W	MBR1	0.108356
YKL094W	YJU3	0.099408
YKL095W	YJU2	0.077843
YKL096C-B		
YKL096W	CWP1	0.095573
YKL096W-A	CWP2	
YKL097C		
YKL098W		0.065216
YKL099C	UTP11	0.104413
YKL100C		0.164981
YKL100W-A		
YKL101W	HSL1	0.066408
YKL102C		
YKL103C	LAP4	0.040278
YKL104C	GFA1	0.108014
YKL105C		0.034503
YKL106C-A		
YKL106W	AAT1	0.075271
YKL107W		0.015592
YKL108W	SLD2	0.034854
YKL109W	HAP4	0.469013
YKL110C	KTI12	0.133767
YKL111C		
YKL112W	ABF1	0.068064
YKL113C	RAD27	0.047656
YKL114C	APN1	0.056972
YKL115C		0.007648
YKL116C	PRR1	0.048445
YKL117W	SBA1	0.089549
YKL118W		0.023981
YKL119C	VPH2	0.065022
YKL120W	OAC1	0.089399
YKL121W		0.011109
YKL122C	SRP21	0.051346
YKL123W		0.045577
YKL124W	SSH4	
YKL125W	RRN3	0.164795
YKL126W	YPK1	0.047752
YKL127W	PGM1	
YKL128C	PMU1	0.051970
YKL129C	MYO3	
YKL130C	SHE2	0.111778
YKL131W		
YKL132C	RMA1	0.035412
YKL133C		0.022480
YKL134C	oct-01	0.030494
YKL135C	APL2	0.090787
YKL136W		
YKL137W		
YKL138C	MRPL31	0.053299
YKL138C-A	HSK3	
YKL139W	CTK1	0.076898
YKL140W	TGL1	0.037071
YKL141W	SDH3	0.101574
YKL142W	MRP8	0.270653
YKL143W	LTV1	0.393624
YKL144C	RPC25	
YKL145W	RPT1	0.220084
YKL145W-A		
YKL146W	AVT3	0.053092
YKL147C		0.053778
YKL148C	SDH1	
YKL149C	DBR1	0.043319
YKL150W	MCR1	0.097994
YKL151C		0.137547
YKL152C	GPM1	0.726777
YKL153W		
YKL154W	SRP102	0.024286
YKL155C	RSM22	0.069055
YKL156C-A		
YKL156W	RPS27A	0.158147
YKL157W	APE2	
YKL159C	RCN1	0.055436
YKL160W	ELF1	0.224940
YKL161C		
YKL162C		0.014016
YKL162C-A		
YKL163W	PIR3	
YKL164C	PIR1	0.366788
YKL165C	MCD4	
YKL165C-A		
YKL166C	TPK3	0.066292
YKL167C	MRP49	
YKL168C	KKQ8	0.030553
YKL169C		0.031174
YKL170W	MRPL38	0.072706
YKL171W		0.024980
YKL172W	EBP2	1.009188
YKL173W	SNU114	0.120504
YKL174C	TPO5	0.046325
YKL175W	ZRT3	
YKL176C	LST4	0.034427
YKL177W		0.035296
YKL178C	STE3	
YKL179C	COY1	0.107706
YKL180W	RPL17A	0.128857
YKL181W	PRS1	0.207589
YKL182W	FAS1	0.292959
YKL183C-A		
YKL183W	LOT5	0.122899
YKL184W	SPE1	0.074701
YKL185W	ASH1	0.227013
YKL186C	MTR2	0.103577
YKL187C		0.010098
YKL188C	PXA2	0.012096
YKL189W	HYM1	0.031780
YKL190W	CNB1	0.071767
YKL191W	DPH2	0.044039
YKL192C	ACP1	0.041356
YKL193C	SDS22	
YKL194C	MST1	0.014008
YKL195W	MIA40	0.159022
YKL196C	YKT6	0.072138
YKL197C	PEX1	0.077979
YKL198C	PTK1	0.080781
YKL201C	MNN4	0.018364
YKL202W		
YKL203C	TOR2	0.076434
YKL204W	EAP1	0.064994
YKL205W	LOS1	
YKL206C	ADD66	0.092286
YKL207W		0.038467
YKL208W	CBT1	0.028431
YKL209C	STE6	
YKL210W	UBA1	0.138591
YKL211C	TRP3	0.036785
YKL212W	SAC1	0.127509
YKL213C	DOA1	
YKL214C	YRA2	0.018885
YKL215C		0.027172
YKL216W	URA1	1.272114
YKL217W	JEN1	0.104116
YKL218C	SRY1	0.040724
YKL219W	COS9	
YKL220C	FRE2	0.040921
YKL221W	MCH2	0.013091
YKL222C		0.047973
YKL223W		
YKL224C		
YKL225W		
YKR001C	VPS1	0.065221
YKR002W	PAP1	0.032531
YKR003W	OSH6	0.030132
YKR004C	ECM9	0.046339
YKR005C		
YKR006C	MRPL13	0.014942
YKR007W	MEH1	0.036093
YKR008W	RSC4	0.057280
YKR009C	FOX2	
YKR010C	TOF2	0.034378
YKR011C		0.025210
YKR012C		0.085444
YKR013W	PRY2	0.176087
YKR014C	YPT52	0.064818
YKR015C		0.028483
YKR016W		0.117426
YKR017C		0.042035
YKR018C		0.063072
YKR019C	IRS4	0.050435
YKR020W	VPS51	0.127154
YKR021W		0.028725
YKR022C	NTR2	0.066380
YKR023W		0.084607
YKR024C	DBP7	0.088408
YKR025W	RPC37	0.201043
YKR026C	GCN3	0.173491
YKR027W	BCH2	0.060204
YKR028W	SAP190	0.161080
YKR029C	SET3	0.055283
YKR030W	GMH1	0.019716
YKR031C	SPO14	
YKR032W		
YKR033C		
YKR034W	DAL80	
YKR035C	OPI8	0.055360
YKR035W-A	DID2	0.074650
YKR036C	CAF4	0.048765
YKR037C	SPC34	0.025696
YKR038C	KAE1	0.055909
YKR039W	GAP1	0.017026
YKR040C		
YKR041W		0.058549
YKR042W	UTH1	0.428922
YKR043C		0.125739
YKR044W	UIP5	0.088811
YKR045C		0.100268
YKR046C	PET10	0.070112
YKR047W		0.083980
YKR048C	NAP1	0.082409
YKR049C	FMP46	0.071685
YKR050W	TRK2	0.007511
YKR051W		0.037956
YKR052C	MRS4	0.035698
YKR053C	YSR3	0.058086
YKR054C	DYN1	0.015793
YKR055W	RHO4	0.012975
YKR056W	TRM2	0.077912
YKR057W	RPS21A	0.220686
YKR058W	GLG1	
YKR059W	TIF1	0.171808
YKR060W	UTP30	0.134781
YKR061W	KTR2	0.177002
YKR062W	TFA2	0.061594
YKR063C	LAS1	0.086827
YKR064W		
YKR065C	PAM17	0.073435
YKR066C	CCP1	0.038677
YKR067W	GPT2	0.027357
YKR068C	BET3	0.130281
YKR069W	MET1	0.048866
YKR070W		0.057543
YKR071C	DRE2	0.105377
YKR072C	SIS2	0.146721
YKR073C		0.018542
YKR074W		0.093488
YKR075C		
YKR075W-A		
YKR076W	ECM4	0.065778
YKR077W		0.016896
YKR078W		0.018469
YKR079C	TRZ1	
YKR080W	MTD1	
YKR081C	RPF2	0.205038
YKR082W	NUP133	0.059962
YKR083C	DAD2	0.203478
YKR084C	HBS1	0.039186
YKR085C	MRPL20	0.040137
YKR086W	PRP16	0.058660
YKR087C	OMA1	0.072426
YKR088C	TVP38	
YKR089C	TGL4	0.028665
YKR090W	PXL1	0.051150
YKR091W	SRL3	0.102288
YKR092C	SRP40	0.052583
YKR093W	PTR2	0.031881
YKR094C	RPL40B	0.147228
YKR095W	MLP1	
YKR095W-A	PCC1	
YKR096W		0.083914
YKR097W	PCK1	0.131709
YKR098C	UBP11	0.025434
YKR099W	BAS1	0.069336
YKR100C	SKG1	0.135664
YKR101W	SIR1	0.048661
YKR102W	FLO10	0.018892
YKR103W	NFT1	0.021080
YKR104W		0.012518
YKR105C		0.008667
YKR106W		
YLL001W	DNM1	0.097469
YLL002W	RTT109	0.007922
YLL003W	SFI1	0.054116
YLL004W	ORC3	0.038572
YLL005C	SPO75	0.054849
YLL006W	MMM1	0.022059
YLL006W-A		
YLL007C		0.047696
YLL008W	DRS1	0.176613
YLL009C	COX17	0.399766
YLL010C	PSR1	0.077334
YLL011W	SOF1	0.079056
YLL012W	YEH1	0.035429
YLL013C	PUF3	0.057754
YLL014W		0.023075
YLL015W	BPT1	0.109068
YLL018C	DPS1	0.277144
YLL018C-A	COX19	
YLL019C	KNS1	0.111896
YLL019W-A		
YLL020C		
YLL021W	SPA2	
YLL022C	HIF1	0.020227
YLL023C		0.028304
YLL024C	SSA2	
YLL025W		0.020306
YLL026W	HSP104	0.536471
YLL027W	ISA1	0.142033
YLL028W	TPO1	0.030968
YLL029W		0.154815
YLL030C		0.011784
YLL031C	GPI13	0.043417
YLL032C		
YLL033W		0.062875
YLL034C	RIX7	0.037403
YLL035W	GRC3	0.028885
YLL036C	PRP19	0.043703
YLL037W		0.041381
YLL038C	ENT4	0.069583
YLL039C	UBI4	0.317328
YLL040C	VPS13	0.089696
YLL041C	SDH2	0.080551
YLL042C	ATG10	
YLL043W	FPS1	0.068865
YLL044W		0.134053
YLL045C	RPL8B	0.264989
YLL046C	RNP1	0.004831
YLL047W		0.066987
YLL048C	YBT1	0.155294
YLL049W	LDB18	
YLL050C	COF1	0.089100
YLL051C	FRE6	0.046336
YLL052C	AQY2	
YLL053C		0.142488
YLL054C		0.030008
YLL055W		0.027224
YLL056C		0.035041
YLL057C	JLP1	0.022734
YLL058W		0.023989
YLL059C		0.029881
YLL060C	GTT2	
YLL061W	MMP1	0.031561
YLL062C	MHT1	0.031066
YLL063C	AYT1	
YLL064C		0.012370
YLL065W		
YLL066C		
YLL066W-A		
YLL066W-B		
YLL067C		
YLL067W-A		
YLR001C		0.019783
YLR002C	NOC3	0.124824
YLR003C		0.057415
YLR004C		0.029114
YLR005W	SSL1	0.071295
YLR006C	SSK1	0.035146
YLR007W	NSE1	0.057370
YLR008C	PAM18	0.038175
YLR009W	RLP24	
YLR010C	TEN1	0.211843
YLR011W	LOT6	0.043195
YLR012C		
YLR013W	GAT3	
YLR014C	PPR1	0.020679
YLR015W	BRE2	0.074278
YLR016C	PML1	0.084452
YLR017W	MEU1	0.066768
YLR018C	POM34	0.070379
YLR019W	PSR2	
YLR020C	YEH2	0.034122
YLR021W		0.065683
YLR022C		0.104742
YLR023C	IZH3	0.123355
YLR024C	UBR2	0.178164
YLR025W	SNF7	0.082530
YLR026C	SED5	0.045494
YLR027C	AAT2	0.080865
YLR028C	ADE16	0.122415
YLR029C	RPL15A	0.236759
YLR030W		0.025203
YLR031W		0.128010
YLR032W	RAD5	0.032757
YLR033W	RSC58	0.098529
YLR034C	SMF3	0.082660
YLR035C	MLH2	0.022425
YLR036C		0.032654
YLR037C	DAN2	
YLR038C	COX12	0.106019
YLR039C	RIC1	0.151200
YLR040C		0.026349
YLR041W		0.035504
YLR042C		0.033538
YLR043C	TRX1	0.077641
YLR044C	PDC1	0.516626
YLR045C	STU2	0.064194
YLR046C		0.064180
YLR047C	FRE8	0.021714
YLR048W	RPS0B	0.107197
YLR049C		0.021191
YLR050C		
YLR051C	FCF2	0.246985
YLR052W	IES3	0.062108
YLR053C		0.085489
YLR054C	OSW2	0.010018
YLR055C	SPT8	
YLR056W	ERG3	0.114244
YLR057W		0.026594
YLR058C	SHM2	0.023054
YLR059C	REX2	0.053579
YLR060W	FRS1	0.109866
YLR061W	RPL22A	0.301772
YLR062C	BUD28	
YLR063W		0.083963
YLR064W		0.041443
YLR065C		0.049604
YLR066W	SPC3	0.027711
YLR067C	PET309	0.036151
YLR068W	FYV7	0.383891
YLR069C	MEF1	0.074374
YLR070C	XYL2	0.049708
YLR071C	RGR1	0.117885
YLR072W		0.054839
YLR073C		0.066290
YLR074C	BUD20	0.197645
YLR075W	RPL10	0.555275
YLR076C		0.568801
YLR077W		0.050426
YLR078C	BOS1	0.033228
YLR079W	SIC1	0.085609
YLR080W	EMP46	0.033635
YLR081W	GAL2	0.151077
YLR082C	SRL2	0.048889
YLR083C	EMP70	0.048440
YLR084C	RAX2	0.075897
YLR085C	ARP6	0.044154
YLR086W	SMC4	0.098996
YLR087C	CSF1	
YLR088W	GAA1	0.027381
YLR089C		
YLR090W	XDJ1	0.060572
YLR091W		0.078656
YLR092W	SUL2	0.025717
YLR093C	NYV1	0.076166
YLR094C	GIS3	0.122525
YLR095C	IOC2	0.048029
YLR096W	KIN2	0.055849
YLR097C	HRT3	0.058349
YLR098C	CHA4	0.079902
YLR099C	ICT1	0.262556
YLR099W-A		
YLR100W	ERG27	0.203312
YLR101C		0.150981
YLR102C	APC9	0.040472
YLR103C	CDC45	0.024487
YLR104W		
YLR105C	SEN2	0.058451
YLR106C	MDN1	
YLR107W	REX3	0.067992
YLR108C		0.043980
YLR109W	AHP1	0.146475
YLR110C	CCW12	2.753137
YLR111W		0.033376
YLR112W		0.015956
YLR113W	HOG1	0.206147
YLR114C		0.074407
YLR115W	CFT2	0.026282
YLR116W	MSL5	0.074424
YLR117C	CLF1	0.078766
YLR118C		0.016114
YLR119W	SRN2	0.166455
YLR120C	YPS1	0.043486
YLR120W-A		
YLR121C	YPS3	0.133776
YLR122C		0.013274
YLR123C		
YLR124W		0.032439
YLR125W		0.061518
YLR126C		0.158696
YLR127C	APC2	0.032882
YLR128W	DCN1	0.026366
YLR129W	DIP2	0.176260
YLR130C	ZRT2	0.039064
YLR131C	ACE2	0.060334
YLR132C		0.012223
YLR133W	CKI1	0.028548
YLR134W	PDC5	0.108859
YLR135W	SLX4	0.057455
YLR136C	TIS11	0.099686
YLR137W		0.059544
YLR138W	NHA1	0.045805
YLR139C	SLS1	0.042573
YLR140W		0.038820
YLR141W	RRN5	
YLR142W	PUT1	0.024757
YLR143W		
YLR144C	ACF2	0.047999
YLR145W	RMP1	0.072457
YLR146C	SPE4	0.035458
YLR146W-A		
YLR147C	SMD3	0.078896
YLR148W	PEP3	0.026848
YLR149C		0.048467
YLR149C-A		
YLR150W	STM1	0.116693
YLR151C	PCD1	0.029925
YLR152C		
YLR153C	ACS2	0.149307
YLR154C	RNH203	
YLR154C-G		
YLR154C-H		
YLR154W-A		
YLR154W-B		
YLR154W-C	TAR1	
YLR154W-E		
YLR154W-F		
YLR155C	ASP3-1	0.051146
YLR156C-A		
YLR156W		0.037048
YLR157C	ASP3-2	
YLR157C-C		
YLR157W-D		
YLR157W-E		
YLR158C	ASP3-3	
YLR159C-A		
YLR159W		
YLR160C	ASP3-4	
YLR161W		
YLR162W		
YLR162W-A		
YLR163C	MAS1	0.065774
YLR163W-A		
YLR164W		0.020127
YLR165C	PUS5	0.019756
YLR166C	SEC10	0.029319
YLR167W	RPS31	0.335472
YLR168C		0.147885
YLR169W		
YLR170C	APS1	0.095004
YLR171W		0.119767
YLR172C	DPH5	0.064248
YLR173W		0.027461
YLR174W	IDP2	0.053009
